usuario,filme,nota
Critico_Ranzinza_079,Lord of Illusions (1995),2.0
Critico_Ranzinza_079,Solas (1999),1.0
Critico_Ranzinza_079,Boiler Room (2000),1.0
Critico_Ranzinza_079,"Adventures of Tintin, The (2011)",1.5
Critico_Ranzinza_079,Even Cowgirls Get the Blues (1993),1.5
Critico_Ranzinza_079,"Powerpuff Girls, The (2002)",2.5
Critico_Ranzinza_079,Did You Hear About the Morgans? (2009),1.0
Critico_Ranzinza_079,Buzzard (2015),1.0
Critico_Ranzinza_079,Hawks and Sparrows (Uccellacci e Uccellini) (1966),1.5
Critico_Ranzinza_079,"Lost Boys, The (1987)",1.5
Critico_Ranzinza_079,My Life Without Me (2003),3.0
Critico_Ranzinza_079,Pinocchio (1940),2.0
Critico_Ranzinza_079,Man on Wire (2008),2.0
Critico_Ranzinza_079,Love Crazy (1941),2.5
Critico_Ranzinza_080,Gulliver's Travels (2010),2.5
Critico_Ranzinza_080,Nirvana (1997),1.5
Critico_Ranzinza_080,"Village, The (2004)",1.5
Critico_Ranzinza_080,Dogfight (1991),1.5
Critico_Ranzinza_080,Jurassic World (2015),2.5
Critico_Ranzinza_080,Australia (2008),1.5
Critico_Ranzinza_080,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),1.5
Critico_Ranzinza_080,"Apostle, The (1997)",1.5
Critico_Ranzinza_080,Fences (2016),3.0
Critico_Ranzinza_080,Modern Times (1936),2.5
Critico_Ranzinza_080,Kevin Smith: Too Fat For 40 (2010),2.0
Critico_Ranzinza_080,"Gay Divorcee, The (1934)",1.0
Critico_Ranzinza_080,Hamlet (1964),1.5
Critico_Ranzinza_080,Cooties (2015),2.0
Critico_Ranzinza_080,"Full Monty, The (1997)",1.5
Critico_Ranzinza_080,Wolf and Calf (1984),1.5
Critico_Ranzinza_080,"Draughtsman's Contract, The (1982)",2.0
Critico_Ranzinza_080,Starman (1984),1.5
Critico_Ranzinza_080,Men & Chicken (2015),0.5
Critico_Ranzinza_080,Cellular (2004),1.5
Critico_Ranzinza_080,Year One (2009),2.5
Critico_Ranzinza_080,It's a Very Merry Muppet Christmas Movie (2002),2.5
Critico_Ranzinza_080,Pacific Rim (2013),2.0
Critico_Ranzinza_080,Daddy Long Legs (1919),1.5
Critico_Ranzinza_080,Feast (2014),2.5
Critico_Ranzinza_080,Evan Almighty (2007),2.5
Critico_Ranzinza_080,Fantastic Beasts and Where to Find Them (2016),2.0
Critico_Ranzinza_080,Otello (1986),2.5
Critico_Ranzinza_080,Beautiful Boy (2010),2.0
Critico_Ranzinza_080,One Day in September (1999),3.0
Critico_Ranzinza_081,Tears of the Sun (2003),3.0
Critico_Ranzinza_081,Blind Date (1987),2.0
Critico_Ranzinza_081,Why Him? (2016),2.0
Critico_Ranzinza_081,Matewan (1987),1.0
Critico_Ranzinza_081,Clay Pigeons (1998),1.5
Critico_Ranzinza_081,Twilight Zone: The Movie (1983),2.5
Critico_Ranzinza_081,"Secret Lives of Dentists, The (2002)",2.5
Critico_Ranzinza_081,Murphy's Romance (1985),2.5
Critico_Ranzinza_081,"Wraith, The (1986)",3.0
Critico_Ranzinza_081,Ghostbusters II (1989),3.0
Critico_Ranzinza_081,Machete Kills (Machete 2) (2013),1.0
Critico_Ranzinza_081,Metropia (2009),2.0
Critico_Ranzinza_081,Love in the Afternoon (1957),2.0
Critico_Ranzinza_081,How to Be Single (2016),1.5
Critico_Ranzinza_081,"Return of the Musketeers, The (1989)",2.5
Critico_Ranzinza_081,Hereafter (2010),2.5
Critico_Ranzinza_081,Medicine Man (1992),2.0
Critico_Ranzinza_081,Pink Floyd: The Wall (1982),2.0
Critico_Ranzinza_081,Memories of Me (1988),3.0
Critico_Ranzinza_081,Cape Fear (1991),1.0
Critico_Ranzinza_081,Bollywood/Hollywood (2002),1.5
Critico_Ranzinza_081,And Now... Ladies and Gentlemen... (2002),1.5
Critico_Ranzinza_081,Message in a Bottle (1999),2.5
Critico_Ranzinza_081,Far and Away (1992),2.0
Critico_Ranzinza_081,Sarafina! (1992),1.0
Critico_Ranzinza_081,Roll Bounce (2005),1.5
Critico_Ranzinza_081,Blow (2001),1.5
Critico_Ranzinza_081,Mystic Pizza (1988),1.0
Critico_Ranzinza_081,Gremlins 2: The New Batch (1990),1.5
Critico_Ranzinza_081,In Good Company (2004),1.0
Critico_Ranzinza_082,The Tale of the Bunny Picnic (1986),0.5
Critico_Ranzinza_082,"Lizzie McGuire Movie, The (2003)",1.5
Critico_Ranzinza_082,Fort Tilden (2014),2.0
Critico_Ranzinza_082,Stuck in Love (2012),2.0
Critico_Ranzinza_082,All Over the Guy (2001),1.5
Critico_Ranzinza_082,Real Women Have Curves (2002),1.5
Critico_Ranzinza_082,Goodnight Mommy (Ich seh ich seh) (2014),1.5
Critico_Ranzinza_082,"Mummy, The (1959)",2.5
Critico_Ranzinza_082,Austin Powers: The Spy Who Shagged Me (1999),2.5
Critico_Ranzinza_082,"Suddenly, Last Summer (1959)",1.0
Critico_Ranzinza_082,Futurama: The Beast with a Billion Backs (2008),2.0
Critico_Ranzinza_082,"Affair of Love, An (Liaison pornographique, Une) (1999)",2.5
Critico_Ranzinza_082,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",1.0
Critico_Ranzinza_082,"Scout, The (1994)",1.5
Critico_Ranzinza_082,Speed Racer (2008),2.5
Critico_Ranzinza_082,Never Back Down (2008),1.5
Critico_Ranzinza_082,Kickin It Old Skool (2007),1.0
Critico_Ranzinza_082,Waiting for 'Superman' (2010),2.0
Critico_Ranzinza_082,187 (One Eight Seven) (1997),2.0
Critico_Ranzinza_082,It Came from Outer Space (1953),2.5
Critico_Ranzinza_082,Me and Earl and the Dying Girl (2015),1.5
Critico_Ranzinza_082,Prelude to a Kiss (1992),1.5
Critico_Ranzinza_082,Slackers (2002),2.0
Critico_Ranzinza_082,Red Beard (Akahige) (1965),2.0
Critico_Ranzinza_082,"Mystery, Alaska (1999)",3.0
Critico_Ranzinza_082,I Am a Sex Addict (2005),2.5
Critico_Ranzinza_082,"Big Sleep, The (1946)",2.5
Critico_Ranzinza_082,Spy Hard (1996),2.5
Critico_Ranzinza_082,"Cable Guy, The (1996)",0.5
Critico_Ranzinza_082,Cookie's Fortune (1999),1.5
Critico_Ranzinza_083,The Hound of the Baskervilles (1988),1.5
Critico_Ranzinza_083,Love at First Bite (1979),2.0
Critico_Ranzinza_083,Harvey (1950),2.0
Critico_Ranzinza_083,Sharknado 3: Oh Hell No! (2015),1.0
Critico_Ranzinza_083,Chouchou (2003),1.0
Critico_Ranzinza_083,Schlussmacher (2013),0.5
Critico_Ranzinza_083,Mrs. Parker and the Vicious Circle (1994),2.5
Critico_Ranzinza_083,Kung Fu Panda: Secrets of the Furious Five (2008),2.5
Critico_Ranzinza_083,Hitch (2005),2.5
Critico_Ranzinza_083,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",2.5
Critico_Ranzinza_083,Bliss (1997),2.0
Critico_Ranzinza_083,"King and I, The (1956)",3.0
Critico_Ranzinza_083,Ocean's Thirteen (2007),1.5
Critico_Ranzinza_083,Dark Blue (2003),2.0
Critico_Ranzinza_083,I Went Down (1997),0.5
Critico_Ranzinza_083,Project X (1987),1.5
Critico_Ranzinza_083,Florence Foster Jenkins (2016),2.0
Critico_Ranzinza_083,Love Me Tender (1956),2.0
Critico_Ranzinza_083,Derailed (2005),2.5
Critico_Ranzinza_083,Moonlight Mile (2002),2.0
Critico_Ranzinza_083,"Red Balloon, The (Ballon rouge, Le) (1956)",2.0
Critico_Ranzinza_083,Eulogy (2004),2.5
Critico_Ranzinza_083,Beastly (2011),2.5
Critico_Ranzinza_083,Mean Machine (2001),2.0
Critico_Ranzinza_083,Batman (1989),1.5
Critico_Ranzinza_083,I Saw What You Did (1965),0.5
Critico_Ranzinza_083,"I, Tonya (2017)",2.0
Critico_Ranzinza_083,Vatel (2000),2.5
Critico_Ranzinza_083,Days of Being Wild (A Fei jingjyuhn) (1990),3.0
Critico_Ranzinza_083,"Art of the Steal, The (2013)",2.0
Critico_Ranzinza_084,Safe (1995),2.0
Critico_Ranzinza_084,DiG! (2004),2.5
Critico_Ranzinza_084,Widows' Peak (1994),2.5
Critico_Ranzinza_084,One Night at McCool's (2001),1.5
Critico_Ranzinza_084,Shame (2011),2.5
Critico_Ranzinza_084,Dawn of the Dead (1978),2.5
Critico_Ranzinza_084,Turner & Hooch (1989),1.5
Critico_Ranzinza_084,Creed (2015),2.0
Critico_Ranzinza_084,The Crew (2016),1.5
Critico_Ranzinza_084,"Manchurian Candidate, The (1962)",2.5
Critico_Ranzinza_084,Chicago (2002),2.0
Critico_Ranzinza_084,Moulin Rouge (2001),2.0
Critico_Ranzinza_084,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",2.5
Critico_Ranzinza_084,Mr. Brooks (2007),2.5
Critico_Ranzinza_084,Scenes from the Class Struggle in Beverly Hills (1989),0.5
Critico_Ranzinza_084,Shortbus (2006),2.0
Critico_Ranzinza_084,"Streetcar Named Desire, A (1951)",2.5
Critico_Ranzinza_084,54 (1998),2.5
Critico_Ranzinza_084,For the Love of Benji (1977),2.0
Critico_Ranzinza_084,Hot Tub Time Machine (2010),2.5
Critico_Ranzinza_084,Kickboxer (1989),2.5
Critico_Ranzinza_084,"Shape of Things, The (2003)",2.0
Critico_Ranzinza_084,Sinbad and the Eye of the Tiger (1977),3.0
Critico_Ranzinza_084,Gidget (1959),3.0
Critico_Ranzinza_084,"Colonel Chabert, Le (1994)",2.0
Critico_Ranzinza_084,Race (2016),2.0
Critico_Ranzinza_084,"Cook the Thief His Wife & Her Lover, The (1989)",2.5
Critico_Ranzinza_084,Big Top Scooby-Doo! (2012),1.0
Critico_Ranzinza_084,Maid in Manhattan (2002),2.0
Critico_Ranzinza_084,Absentia (2011),3.0
Critico_Ranzinza_085,Planet Terror (2007),2.0
Critico_Ranzinza_085,Madeline (1998),1.5
Critico_Ranzinza_085,Air Bud (1997),2.0
Critico_Ranzinza_085,The Wolfpack (2015),1.0
Critico_Ranzinza_085,"Boot, Das (Boat, The) (1981)",1.5
Critico_Ranzinza_085,Comedy of the Strict Regime (1993),2.0
Critico_Ranzinza_085,Déjà Vu (1997),2.5
Critico_Ranzinza_085,Leviathan (2014),2.5
Critico_Ranzinza_085,"Boys of St. Vincent, The (1992)",1.5
Critico_Ranzinza_085,Dead or Alive: Final (2002),2.0
Critico_Ranzinza_085,It Happened One Night (1934),1.5
Critico_Ranzinza_085,Harry Brown (2009),1.5
Critico_Ranzinza_085,Ghost Rider (2007),1.5
Critico_Ranzinza_085,Tomb Raider (2018),2.5
Critico_Ranzinza_085,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",0.5
Critico_Ranzinza_085,"White Balloon, The (Badkonake sefid) (1995)",1.0
Critico_Ranzinza_085,Dead Man (1995),2.5
Critico_Ranzinza_085,Made (2001),1.5
Critico_Ranzinza_085,"House of the Spirits, The (1993)",3.5
Critico_Ranzinza_085,"Air I Breathe, The (2007)",2.0
Critico_Ranzinza_085,Double Happiness (1994),2.5
Critico_Ranzinza_085,Bill & Ted's Excellent Adventure (1989),2.0
Critico_Ranzinza_085,"White Ribbon, The (Das weiße Band) (2009)",2.0
Critico_Ranzinza_085,Louis C.K.: Hilarious (2010),2.0
Critico_Ranzinza_085,War for the Planet of the Apes (2017),1.5
Critico_Ranzinza_085,Looking for Comedy in the Muslim World (2005),2.5
Critico_Ranzinza_085,Transformers: The Movie (1986),2.0
Critico_Ranzinza_085,Female Trouble (1975),2.0
Critico_Ranzinza_085,My Stepmother Is an Alien (1988),1.0
Critico_Ranzinza_085,Sea of Love (1989),1.5
Critico_Equilibrado_086,Rollerball (1975),3.5
Critico_Equilibrado_086,"Cannonball Run, The (1981)",3.5
Critico_Equilibrado_086,Mirrors (2008),3.5
Critico_Equilibrado_086,Nancy Drew (2007),3.0
Critico_Equilibrado_086,Manhunter (1986),3.5
Critico_Equilibrado_086,Duel in the Sun (1946),2.5
Critico_Equilibrado_086,The Deadly Bees (1967),3.0
Critico_Equilibrado_086,Cannibal Holocaust (1980),3.5
Critico_Equilibrado_086,White Dog (1982),2.5
Critico_Equilibrado_086,"Slammin' Salmon, The (2009)",3.0
Critico_Equilibrado_086,Journey 2: The Mysterious Island (2012),3.5
Critico_Equilibrado_086,"Texas Chainsaw Massacre, The (2003)",4.0
Critico_Equilibrado_086,Gidget (1959),3.5
Critico_Equilibrado_086,Spy Kids 2: The Island of Lost Dreams (2002),2.5
Critico_Equilibrado_086,"Innocent Man, An (1989)",3.5
Critico_Equilibrado_086,Recess: School's Out (2001),3.0
Critico_Equilibrado_086,Angels & Demons (2009),2.5
Critico_Equilibrado_086,Mr. & Mrs. Smith (1941),3.5
Critico_Equilibrado_086,2001 Maniacs (2005),4.0
Critico_Equilibrado_086,"Facing Windows (Finestra di fronte, La) (2003)",3.5
Critico_Equilibrado_086,Office Romance (1977),3.5
Critico_Equilibrado_086,Ferris Bueller's Day Off (1986),3.5
Critico_Equilibrado_086,Fantastic Four (2005),4.0
Critico_Equilibrado_086,"Brain That Wouldn't Die, The (1962)",3.5
Critico_Equilibrado_086,Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),4.5
Critico_Equilibrado_086,Bananas (1971),3.5
Critico_Equilibrado_086,12 Rounds (2009),4.0
Critico_Equilibrado_086,Let Me In (2010),3.5
Critico_Equilibrado_086,Drunken Master (Jui kuen) (1978),2.5
Critico_Equilibrado_086,"Great Ziegfeld, The (1936)",2.5
Critico_Equilibrado_087,Bread and Chocolate (Pane e cioccolata) (1973),3.0
Critico_Equilibrado_087,Mighty Joe Young (1949),3.0
Critico_Equilibrado_087,Clean Slate (1994),3.0
Critico_Equilibrado_087,Love Actually (2003),4.0
Critico_Equilibrado_087,Neon Bull (2015),4.0
Critico_Equilibrado_087,Blood Work (2002),3.5
Critico_Equilibrado_087,"Education, An (2009)",3.0
Critico_Equilibrado_087,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),3.5
Critico_Equilibrado_087,"Browning Version, The (1994)",3.5
Critico_Equilibrado_087,Moon (2009),4.5
Critico_Equilibrado_087,The Count of Monte Cristo (2002),3.5
Critico_Equilibrado_087,In Cold Blood (1967),3.5
Critico_Equilibrado_087,20 Dates (1998),3.0
Critico_Equilibrado_087,Zoolander (2001),3.0
Critico_Equilibrado_087,Family Guy Presents: Blue Harvest (2007),3.5
Critico_Equilibrado_087,Breach (2007),2.5
Critico_Equilibrado_087,Paranormal Activity 4 (2012),3.0
Critico_Equilibrado_087,Whiplash (2013),3.0
Critico_Equilibrado_087,"Chump at Oxford, A (1940)",3.5
Critico_Equilibrado_087,The Hungover Games (2014),4.0
Critico_Equilibrado_087,Escaflowne: The Movie (Escaflowne) (2000),3.5
Critico_Equilibrado_087,Skyline (2010),3.0
Critico_Equilibrado_087,"Little Mermaid, The (1989)",3.0
Critico_Equilibrado_087,Inventing the Abbotts (1997),4.0
Critico_Equilibrado_087,A Man Called Blade (1977),2.5
Critico_Equilibrado_087,Winter Passing (2005),3.0
Critico_Equilibrado_087,Night of the Living Dead (1968),3.0
Critico_Equilibrado_087,Diva (1981),3.0
Critico_Equilibrado_087,Last Night (1998),3.5
Critico_Equilibrado_087,Eros (2004),2.5
Critico_Equilibrado_088,Something New (2006),3.5
Critico_Equilibrado_088,Howl (2010),3.0
Critico_Equilibrado_088,Premium Rush (2012),3.5
Critico_Equilibrado_088,Zoom (2015),3.5
Critico_Equilibrado_088,Oculus (2013),3.5
Critico_Equilibrado_088,Planet 51 (2009),4.0
Critico_Equilibrado_088,Batman: Gotham Knight (2008),3.5
Critico_Equilibrado_088,Being Julia (2004),2.5
Critico_Equilibrado_088,"Inspector General, The (1949)",3.0
Critico_Equilibrado_088,Lamerica (1994),3.5
Critico_Equilibrado_088,Wyatt Earp (1994),3.5
Critico_Equilibrado_088,Father of the Bride Part II (1995),3.5
Critico_Equilibrado_088,Shoot 'Em Up (2007),3.5
Critico_Equilibrado_088,Never Say Never Again (1983),4.0
Critico_Equilibrado_088,Fellini Satyricon (1969),2.5
Critico_Equilibrado_088,Rambo III (1988),4.0
Critico_Equilibrado_088,Justice League: Doom (2012) ,3.0
Critico_Equilibrado_088,Jackass 3.5 (2011),3.5
Critico_Equilibrado_088,"Professional, The (Le professionnel) (1981)",3.5
Critico_Equilibrado_088,"Watcher in the Woods, The (1980)",3.5
Critico_Equilibrado_088,Bart Got a Room (2008),4.0
Critico_Equilibrado_088,Get Low (2009),4.0
Critico_Equilibrado_088,Beach Blanket Bingo (1965),4.0
Critico_Equilibrado_088,Leprechaun (1993),4.5
Critico_Equilibrado_088,Absentia (2011),3.5
Critico_Equilibrado_088,"Big Bounce, The (2004)",3.0
Critico_Equilibrado_088,Autumn Marathon (1979),3.0
Critico_Equilibrado_088,Jim Gaffigan: Cinco (2017),3.5
Critico_Equilibrado_088,The Little Prince (2015),3.5
Critico_Equilibrado_088,"Simple Twist of Fate, A (1994)",3.5
Critico_Equilibrado_089,"Waterboy, The (1998)",3.5
Critico_Equilibrado_089,Surviving the Game (1994),4.0
Critico_Equilibrado_089,Manon of the Spring (Manon des sources) (1986),3.0
Critico_Equilibrado_089,Dark Skies (2013),2.5
Critico_Equilibrado_089,Rampage (2018),3.5
Critico_Equilibrado_089,Ted (2012),3.0
Critico_Equilibrado_089,Wendigo (2001),3.5
Critico_Equilibrado_089,Butch Cassidy and the Sundance Kid (1969),3.0
Critico_Equilibrado_089,Audrey Rose (1977),4.0
Critico_Equilibrado_089,13 Tzameti (2005),3.5
Critico_Equilibrado_089,I Am David (2003),4.0
Critico_Equilibrado_089,Watchmen (2009),3.5
Critico_Equilibrado_089,Tormented (1960),4.0
Critico_Equilibrado_089,Pirates of the Caribbean: Dead Man's Chest (2006),3.5
Critico_Equilibrado_089,Stuart Little 2 (2002),3.5
Critico_Equilibrado_089,"Roommate, The (2011)",3.0
Critico_Equilibrado_089,South Park: Imaginationland (2008),3.0
Critico_Equilibrado_089,My Best Fiend (Mein liebster Feind) (1999),2.5
Critico_Equilibrado_089,Men in Black III (M.III.B.) (M.I.B.³) (2012),3.0
Critico_Equilibrado_089,Seve (2014),3.0
Critico_Equilibrado_089,Ghost Dog: The Way of the Samurai (1999),2.5
Critico_Equilibrado_089,Headshot (2011),2.5
Critico_Equilibrado_089,Open Season (2006),3.5
Critico_Equilibrado_089,"Great Dictator, The (1940)",4.5
Critico_Equilibrado_089,Shallow Hal (2001),4.5
Critico_Equilibrado_089,"Best Little Whorehouse in Texas, The (1982)",3.0
Critico_Equilibrado_089,Cleanskin (2012),3.5
Critico_Equilibrado_089,Invictus (2009),3.0
Critico_Equilibrado_089,"Name of the Rose, The (Name der Rose, Der) (1986)",3.5
Critico_Equilibrado_089,Generation War (2013),4.0
Critico_Equilibrado_090,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),3.5
Critico_Equilibrado_090,964 Pinocchio (1991),4.0
Critico_Equilibrado_090,Fortress (1992),3.5
Critico_Equilibrado_090,Money Train (1995),2.5
Critico_Equilibrado_090,Beautiful Losers (2008),3.0
Critico_Equilibrado_090,"World According to Garp, The (1982)",3.5
Critico_Equilibrado_090,Attack of the Crab Monsters (1957),3.5
Critico_Equilibrado_090,Dog Days (Hundstage) (2001),3.0
Critico_Equilibrado_090,Solaris (2002),2.5
Critico_Equilibrado_090,Designing Woman (1957),3.0
Critico_Equilibrado_090,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",3.5
Critico_Equilibrado_090,"Fantastic Fear of Everything, A (2012)",3.0
Critico_Equilibrado_090,Raising Helen (2004),4.0
Critico_Equilibrado_090,The Man Who Killed Don Quixote (2018),4.0
Critico_Equilibrado_090,Ararat (2002),3.0
Critico_Equilibrado_090,Tuesdays with Morrie (1999),2.5
Critico_Equilibrado_090,Risky Business (1983),3.0
Critico_Equilibrado_090,"Serbian Film, A (Srpski film) (2010)",2.5
Critico_Equilibrado_090,Jezebel (1938),3.0
Critico_Equilibrado_090,"Art of Getting By, The (2011)",3.0
Critico_Equilibrado_090,"Human Stain, The (2003)",4.0
Critico_Equilibrado_090,Intolerable Cruelty (2003),3.5
Critico_Equilibrado_090,Taxi to the Dark Side (2007),2.0
Critico_Equilibrado_090,Casablanca (1942),3.5
Critico_Equilibrado_090,"Place in the Sun, A (1951)",4.0
Critico_Equilibrado_090,Boogeyman (2005),3.5
Critico_Equilibrado_090,"Love Guru, The (2008)",4.5
Critico_Equilibrado_090,Flyboys (2006),3.5
Critico_Equilibrado_090,Dracula (1979),3.5
Critico_Equilibrado_090,"Mummy: Tomb of the Dragon Emperor, The (2008)",3.5
Critico_Equilibrado_091,Strange Brew (1983),3.5
Critico_Equilibrado_091,American Pie Presents Beta House (American Pie 6: Beta House) (2007),4.0
Critico_Equilibrado_091,Patton (1970),3.5
Critico_Equilibrado_091,"Ideal Husband, An (1999)",4.0
Critico_Equilibrado_091,Wild Horses (2015),3.0
Critico_Equilibrado_091,Cobb (1994),3.5
Critico_Equilibrado_091,Until the End of the World (Bis ans Ende der Welt) (1991),3.5
Critico_Equilibrado_091,I Am Number Four (2011),2.5
Critico_Equilibrado_091,After the Thin Man (1936),3.0
Critico_Equilibrado_091,Boniface's Holiday (1965),4.0
Critico_Equilibrado_091,Sexy Beast (2000),4.0
Critico_Equilibrado_091,I.O.U.S.A. (a.k.a. IOUSA) (2008),3.0
Critico_Equilibrado_091,Malèna (2000),4.0
Critico_Equilibrado_091,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),4.0
Critico_Equilibrado_091,Heavy Metal (1981),3.0
Critico_Equilibrado_091,Kiss of Death (1995),4.5
Critico_Equilibrado_091,Atlantis: The Lost Empire (2001),3.0
Critico_Equilibrado_091,Splice (2009),2.0
Critico_Equilibrado_091,Grumpy Old Men (1993),3.5
Critico_Equilibrado_091,Bean (1997),3.0
Critico_Equilibrado_091,Killing Zoe (1994),3.0
Critico_Equilibrado_091,Pirates of the Caribbean: At World's End (2007),3.5
Critico_Equilibrado_091,Liam (2000),3.5
Critico_Equilibrado_091,Doctor Who: Voyage Of The Damned (2007),4.0
Critico_Equilibrado_091,"Asphalt Jungle, The (1950)",3.5
Critico_Equilibrado_091,Love Serenade (1996),2.5
Critico_Equilibrado_091,Orange County (2002),4.0
Critico_Equilibrado_091,Son of the Mask (2005),3.0
Critico_Equilibrado_091,31 (2016),4.0
Critico_Equilibrado_091,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),3.5
Critico_Equilibrado_092,Hard Core Logo (1996),3.5
Critico_Equilibrado_092,"Rage: Carrie 2, The (1999)",3.5
Critico_Equilibrado_092,"Amazing Transparent Man, The (1960)",3.5
Critico_Equilibrado_092,The Shining (1997),4.0
Critico_Equilibrado_092,Comedy Central Roast of David Hasselhoff (2010),4.0
Critico_Equilibrado_092,Booty Call (1997),3.5
Critico_Equilibrado_092,Rio 2 (2014),3.5
Critico_Equilibrado_092,Jarhead (2005),3.0
Critico_Equilibrado_092,"Last Picture Show, The (1971)",3.5
Critico_Equilibrado_092,Alice (2009),3.5
Critico_Equilibrado_092,Charlie Countryman (2013),3.5
Critico_Equilibrado_092,Revenge of the Nerds IV: Nerds in Love (1994),4.0
Critico_Equilibrado_092,Fantastic Four (2005),3.0
Critico_Equilibrado_092,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.0
Critico_Equilibrado_092,Mickey's The Prince and the Pauper (1990),4.0
Critico_Equilibrado_092,Rebound (2005),3.5
Critico_Equilibrado_092,Dogtown and Z-Boyz (2001),3.5
Critico_Equilibrado_092,Black Christmas (2006),4.0
Critico_Equilibrado_092,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),4.5
Critico_Equilibrado_092,On a Clear Day (2005),3.5
Critico_Equilibrado_092,"Bachelor and the Bobby-Soxer, The (1947)",3.0
Critico_Equilibrado_092,"Tracey Fragments, The (2007)",3.0
Critico_Equilibrado_092,Hacksaw Ridge (2016),3.5
Critico_Equilibrado_092,End of Watch (2012),3.5
Critico_Equilibrado_092,Lady in the Water (2006),3.0
Critico_Equilibrado_092,Ghosts of the Abyss (2003),3.5
Critico_Equilibrado_092,Man on a Ledge (2012),3.0
Critico_Equilibrado_092,Hellraiser: Bloodline (1996),4.0
Critico_Equilibrado_092,Doctor Who: A Christmas Carol (2010),4.0
Critico_Equilibrado_092,Breaking the Waves (1996),3.5
Critico_Equilibrado_093,Reign of Fire (2002),2.5
Critico_Equilibrado_093,Unforgiven (1992),4.0
Critico_Equilibrado_093,"Great Muppet Caper, The (1981)",2.5
Critico_Equilibrado_093,Delivery Man (2013),3.0
Critico_Equilibrado_093,"Exterminating Angel, The (Ángel exterminador, El) (1962)",3.5
Critico_Equilibrado_093,"Full Monty, The (1997)",3.5
Critico_Equilibrado_093,Stealing Rembrandt (Rembrandt) (2003),4.0
Critico_Equilibrado_093,Death Wish (2018),3.5
Critico_Equilibrado_093,The True Memoirs of an International Assassin (2016),3.0
Critico_Equilibrado_093,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),3.0
Critico_Equilibrado_093,Hearts of Darkness: A Filmmakers Apocalypse (1991),3.5
Critico_Equilibrado_093,How to Lose Friends & Alienate People (2008),4.0
Critico_Equilibrado_093,Rosemary's Baby (1968),3.0
Critico_Equilibrado_093,"Skin I Live In, The (La piel que habito) (2011)",3.5
Critico_Equilibrado_093,Tucker & Dale vs Evil (2010),3.5
Critico_Equilibrado_093,Last Holiday (2006),3.0
Critico_Equilibrado_093,Sherlock Holmes and Dr. Watson: Acquaintance (1979),3.5
Critico_Equilibrado_093,Underworld: Blood Wars (2016),3.0
Critico_Equilibrado_093,Tin Men (1987),4.5
Critico_Equilibrado_093,City Hall (1996),2.5
Critico_Equilibrado_093,Passenger 57 (1992),3.0
Critico_Equilibrado_093,Best Seller (1987),3.0
Critico_Equilibrado_093,Garfield: A Tail of Two Kitties (2006),4.5
Critico_Equilibrado_093,"Apple Dumpling Gang Rides Again, The (1979)",3.5
Critico_Equilibrado_093,Salmon Fishing in the Yemen (2011),3.5
Critico_Equilibrado_093,Cowboys & Aliens (2011),3.0
Critico_Equilibrado_093,Big Stan (2007),3.0
Critico_Equilibrado_093,Sugar & Spice (2001),4.0
Critico_Equilibrado_093,Austenland (2013),3.5
Critico_Equilibrado_093,"Defiant Ones, The (1958)",4.0
Critico_Equilibrado_094,Blood Feast (1963),4.5
Critico_Equilibrado_094,Déjà Vu (1997),3.5
Critico_Equilibrado_094,God Bless America (2011),3.0
Critico_Equilibrado_094,Guinevere (1999),4.0
Critico_Equilibrado_094,Enough Said (2013),3.0
Critico_Equilibrado_094,"Lion King II: Simba's Pride, The (1998)",3.0
Critico_Equilibrado_094,Fathers' Day (1997),4.0
Critico_Equilibrado_094,I Am Wrath (2016),3.5
Critico_Equilibrado_094,Women in Trouble (2009),4.0
Critico_Equilibrado_094,RoboCop 3 (1993),3.0
Critico_Equilibrado_094,Beyond the Clouds (Al di là delle nuvole) (1996),3.5
Critico_Equilibrado_094,Beauty and the Beast: The Enchanted Christmas (1997),3.5
Critico_Equilibrado_094,Three to Tango (1999),3.5
Critico_Equilibrado_094,All Dogs Go to Heaven (1989),4.5
Critico_Equilibrado_094,Enron: The Smartest Guys in the Room (2005),3.0
Critico_Equilibrado_094,Out of Time (2003),3.5
Critico_Equilibrado_094,Strictly Ballroom (1992),3.0
Critico_Equilibrado_094,Paranormal Activity 4 (2012),4.0
Critico_Equilibrado_094,Buffalo '66 (a.k.a. Buffalo 66) (1998),3.5
Critico_Equilibrado_094,"Bad and the Beautiful, The (1952)",4.5
